㐖毒	xie2 du2
如癡如醉	ru2 chi1 ru2 zui4
如痴如醉	ru2 chi1 ru2 zui4
如皋	ru2 gao1
如皋市	ru2 gao1 shi4
如簧之舌	ru2 huang2 zhi1 she2
如約而至	ru2 yue1 er2 zhi4
如约而至	ru2 yue1 er2 zhi4
如膠似漆	ru2 jiao1 si4 qi1
如胶似漆	ru2 jiao1 si4 qi1
如臂使指	ru2 bi4 shi3 zhi3
如臨大敵	ru2 lin2 da4 di2
如临大敌	ru2 lin2 da4 di2
如臨深淵	ru2 lin2 shen1 yuan1
如临深渊	ru2 lin2 shen1 yuan1
如花	ru2 hua1
如花似玉	ru2 hua1 si4 yu4
如若	ru2 ruo4
如草	ru2 cao3
如虎添翼	ru2 hu3 tian1 yi4
如蛆附骨	ru2 qu1 fu4 gu3
如蟻附膻	ru2 yi3 fu4 shan1
如蚁附膻	ru2 yi3 fu4 shan1
如蠅逐臭	ru2 ying2 zhu2 chou4
如蝇逐臭	ru2 ying2 zhu2 chou4
如許	ru2 xu3
如许	ru2 xu3
如訴如泣	ru2 su4 ru2 qi4
如诉如泣	ru2 su4 ru2 qi4
如詩如畫	ru2 shi1 ru2 hua4
如诗如画	ru2 shi1 ru2 hua4
如醉如癡	ru2 zui4 ru2 chi1
如醉如痴	ru2 zui4 ru2 chi1
如釋重負	ru2 shi4 zhong4 fu4
如释重负	ru2 shi4 zhong4 fu4
如金似玉	ru2 jin1 si4 yu4
如雲	ru2 yun2
如云	ru2 yun2
如雷灌耳	ru2 lei2 guan4 er3
如雷貫耳	ru2 lei2 guan4 er3
如雷贯耳	ru2 lei2 guan4 er3
如題	ru2 ti2
如题	ru2 ti2
如願	ru2 yuan4
如愿	ru2 yuan4
如願以償	ru2 yuan4 yi3 chang2
如愿以偿	ru2 yuan4 yi3 chang2
如飢似渴	ru2 ji1 si4 ke3
如饥似渴	ru2 ji1 si4 ke3
如魚得水	ru2 yu2 de2 shui3
如鱼得水	ru2 yu2 de2 shui3
如鯁在喉	ru2 geng3 zai4 hou2
如鲠在喉	ru2 geng3 zai4 hou2
如鳥獸散	ru2 niao3 shou4 san4
如鸟兽散	ru2 niao3 shou4 san4
妃嬪	fei1 pin2
妃嫔	fei1 pin2
妃子	fei1 zi5
妃子笑	fei1 zi5 xiao4
妄下雌黃	wang4 xia4 ci2 huang2
妄下雌黄	wang4 xia4 ci2 huang2
妄人	wang4 ren2
妄動	wang4 dong4
妄动	wang4 dong4
妄取	wang4 qu3
妄圖	wang4 tu2
妄图	wang4 tu2
妄念	wang4 nian4
妄想	wang4 xiang3
妄想狂	wang4 xiang3 kuang2
妄想症	wang4 xiang3 zheng4
妄斷	wang4 duan4
妄断	wang4 duan4
妄求	wang4 qiu2
妄為	wang4 wei2
妄为	wang4 wei2
妄生穿鑿	wang4 sheng1 chuan1 zao2
妄生穿凿	wang4 sheng1 chuan1 zao2
妄稱	wang4 cheng1
妄称	wang4 cheng1
妄自尊大	wang4 zi4 zun1 da4
妄自菲薄	wang4 zi4 fei3 bo2
妄言	wang4 yan2
妄言妄聽	wang4 yan2 wang4 ting1
妄言妄听	wang4 yan2 wang4 ting1
妄語	wang4 yu3
妄语	wang4 yu3
妄說	wang4 shuo1
妄说	wang4 shuo1
妊娠	ren4 shen1
妊娠紋	ren4 shen1 wen2
妊娠纹	ren4 shen1 wen2
妊娠試驗	ren4 shen1 shi4 yan4
妊娠试验	ren4 shen1 shi4 yan4
妊婦	ren4 fu4
妊妇	ren4 fu4
妍麗	yan2 li4
妍丽	yan2 li4
妒嫉	du4 ji2
妒忌	du4 ji4
妒能害賢	du4 neng2 hai4 xian2
妒能害贤	du4 neng2 hai4 xian2
妒賢嫉能	du4 xian2 ji2 neng2
妒贤嫉能	du4 xian2 ji2 neng2
妓女	ji4 nv3
妓寨	ji4 zhai4
妓院	ji4 yuan4
妓館	ji4 guan3
妓馆	ji4 guan3
妖人	yao1 ren2
妖冶	yao1 ye3
妖女	yao1 nv3
妖姬	yao1 ji1
妖婦	yao1 fu4
妖妇	yao1 fu4
妖媚	yao1 mei4
妖嬈	yao1 rao2
妖娆	yao1 rao2
妖孽	yao1 nie4
妖怪	yao1 guai4
妖氣	yao1 qi4
妖气	yao1 qi4
妖物	yao1 wu4
妖精	yao1 jing5
妖艷	yao1 yan4
妖艳	yao1 yan4
妖蛾子	yao1 e2 zi5
妖術	yao1 shu4
妖术	yao1 shu4
妖術師	yao1 shu4 shi1
妖术师	yao1 shu4 shi1
妖言	yao1 yan2
妖言惑眾	yao1 yan2 huo4 zhong4
妖言惑众	yao1 yan2 huo4 zhong4
妖邪	yao1 xie2
妖風	yao1 feng1
妖风	yao1 feng1
妖魔	yao1 mo2
妖魔化	yao1 mo2 hua4
妖魔鬼怪	yao1 mo2 gui3 guai4
妗子	jin4 zi5
妙不可言	miao4 bu4 ke3 yan2
妙品	miao4 pin3
妙在不言中	miao4 zai4 bu4 yan2 zhong1
妙妙熊歷險記	miao4 miao4 xiong2 li4 xian3 ji4
妙妙熊历险记	miao4 miao4 xiong2 li4 xian3 ji4
妙手	miao4 shou3
妙手回春	miao4 shou3 hui2 chun1
妙手空空	miao4 shou3 kong1 kong1
妙招	miao4 zhao1
妙探尋兇	miao4 tan4 xun2 xiong1
妙探寻凶	miao4 tan4 xun2 xiong1
妙智慧	miao4 zhi4 hui4
妙法	miao4 fa3
妙法蓮華經	miao4 fa3 lian2 hua2 jing1
妙法莲华经	miao4 fa3 lian2 hua2 jing1
妙用	miao4 yong4
妙筆	miao4 bi3
妙笔	miao4 bi3
妙筆生花	miao4 bi3 sheng1 hua1
妙笔生花	miao4 bi3 sheng1 hua1
妙處	miao4 chu4
妙处	miao4 chu4
妙計	miao4 ji4
妙计	miao4 ji4
妙語	miao4 yu3
妙语	miao4 yu3
妙語如珠	miao4 yu3 ru2 zhu1
妙语如珠	miao4 yu3 ru2 zhu1
妙語橫生	miao4 yu3 heng2 sheng1
妙语横生	miao4 yu3 heng2 sheng1
妙語連珠	miao4 yu3 lian2 zhu1
妙语连珠	miao4 yu3 lian2 zhu1
妙趣	miao4 qu4
妙趣橫生	miao4 qu4 heng2 sheng1
妙趣横生	miao4 qu4 heng2 sheng1
妙齡	miao4 ling2
妙龄	miao4 ling2
妝奩	zhuang1 lian2
妆奁	zhuang1 lian2
妝容	zhuang1 rong2
妆容	zhuang1 rong2
妝扮	zhuang1 ban4
妆扮	zhuang1 ban4
妝造	zhuang1 zao4
妆造	zhuang1 zao4
妝飾	zhuang1 shi4
妆饰	zhuang1 shi4
妝點	zhuang1 dian3
妆点	zhuang1 dian3
妞妞	niu1 niu5
妥協	tuo3 xie2
妥协	tuo3 xie2
妥善	tuo3 shan4
妥妥的	tuo3 tuo3 de5
妥實	tuo3 shi2
妥实	tuo3 shi2
妥帖	tuo3 tie1
妥投	tuo3 tou2
妥瑞症	tuo3 rui4 zheng4
妥當	tuo3 dang5
妥当	tuo3 dang5
妥貼	tuo3 tie1
妥贴	tuo3 tie1
妨功害能	fang2 gong1 hai4 neng2
妨害	fang2 hai4
妨害公務	fang2 hai4 gong1 wu4
妨害公务	fang2 hai4 gong1 wu4
妨礙	fang2 ai4
妨碍	fang2 ai4
妨礙球	fang2 ai4 qiu2
妨碍球	fang2 ai4 qiu2
妮子	ni1 zi5
妮維婭	ni1 wei2 ya4
妮维娅	ni1 wei2 ya4
妮維雅	ni1 wei2 ya3
妮维雅	ni1 wei2 ya3
妯娌	zhou2 li5
妲己	da2 ji3
妹夫	mei4 fu5
妹妹	mei4 mei5
妹妹頭	mei4 mei5 tou2
妹妹头	mei4 mei5 tou2
妹婿	mei4 xu4
妹子	mei4 zi5
妹紙	mei4 zhi3
妹纸	mei4 zhi3
妻兒	qi1 er2
妻儿	qi1 er2
妻妾	qi1 qie4
妻妾成群	qi1 qie4 cheng2 qun2
妻子	qi1 zi3|qi1 zi5
妻室	qi1 shi4
妻小	qi1 xiao3
妻管嚴	qi1 guan3 yan2
妻管严	qi1 guan3 yan2
妻離子散	qi1 li2 zi3 san4
妻离子散	qi1 li2 zi3 san4
妾侍	qie4 shi4
妾室	qie4 shi4
姆佬	mu3 lao3
姆佬族	mu3 lao3 zu2
姆媽	m1 ma1
姆妈	m1 ma1
姆巴巴內	mu3 ba1 ba1 nei4
姆巴巴内	mu3 ba1 ba1 nei4
姆拉迪奇	mu3 la1 di2 qi2
姊丈	zi3 zhang4
姊夫	zi3 fu5
姊妹	zi3 mei4
姊姊	zi3 zi3
始作俑者	shi3 zuo4 yong3 zhe3
始建	shi3 jian4
始料未及	shi3 liao4 wei4 ji2
始新世	shi3 xin1 shi4
始新紀	shi3 xin1 ji4
始新纪	shi3 xin1 ji4
始新統	shi3 xin1 tong3
始新统	shi3 xin1 tong3
始末	shi3 mo4
始業式	shi3 ye4 shi4
始业式	shi3 ye4 shi4
始發	shi3 fa1
始发	shi3 fa1
始祖	shi3 zu3
始祖鳥	shi3 zu3 niao3
始祖鸟	shi3 zu3 niao3
始終	shi3 zhong1
始终	shi3 zhong1
始終不渝	shi3 zhong1 bu4 yu2
始终不渝	shi3 zhong1 bu4 yu2
始終如一	shi3 zhong1 ru2 yi1
始终如一	shi3 zhong1 ru2 yi1
始興	shi3 xing1
始兴	shi3 xing1
始興縣	shi3 xing1 xian4
始兴县	shi3 xing1 xian4
始點	shi3 dian3
始点	shi3 dian3
姍姍	shan1 shan1
姗姗	shan1 shan1
姍姍來遲	shan1 shan1 lai2 chi2
姗姗来迟	shan1 shan1 lai2 chi2
姐丈	jie3 zhang4
姐倆	jie3 lia3
姐俩	jie3 lia3
姐們	jie3 men5
姐们	jie3 men5
姐們兒	jie3 men5 r5
姐们儿	jie3 men5 r5
姐夫	jie3 fu5
姐妹	jie3 mei4
姐妹花	jie3 mei4 hua1
姐姐	jie3 jie5
姐弟戀	jie3 di4 lian4
姐弟恋	jie3 di4 lian4
姑丈	gu1 zhang4
姑且	gu1 qie3
姑夫	gu1 fu5
姑奶奶	gu1 nai3 nai5
姑妄言之	gu1 wang4 yan2 zhi1
姑姑	gu1 gu5
姑姥姥	gu1 lao3 lao5
姑娘	gu1 niang5
姑婆	gu1 po2
姑婆芋	gu1 po2 yu4
姑媽	gu1 ma1
姑妈	gu1 ma1
姑子	gu1 zi5
姑息	gu1 xi1
姑息遺患	gu1 xi1 yi2 huan4
姑息遗患	gu1 xi1 yi2 huan4
姑息養奸	gu1 xi1 yang3 jian1
姑息养奸	gu1 xi1 yang3 jian1
姑母	gu1 mu3
姑父	gu1 fu5
姑爹	gu1 die1
姑爺	gu1 ye5
姑爷	gu1 ye5
姑置勿論	gu1 zhi4 wu4 lun4
姑置勿论	gu1 zhi4 wu4 lun4
姑蘇	gu1 su1
姑苏	gu1 su1
姑蘇區	gu1 su1 qu1
姑苏区	gu1 su1 qu1
姒文命	si4 wen2 ming4
姓名	xing4 ming2
姓氏	xing4 shi4
姓蔣還是姓汪	xing4 jiang3 hai2 shi5 xing4 wang1
姓蒋还是姓汪	xing4 jiang3 hai2 shi5 xing4 wang1
委以	wei3 yi3
委以重任	wei3 yi3 zhong4 ren4
委任	wei3 ren4
委任書	wei3 ren4 shu1
委任书	wei3 ren4 shu1
委任統治	wei3 ren4 tong3 zhi4
委任统治	wei3 ren4 tong3 zhi4
委內瑞拉	wei3 nei4 rui4 la1
委内瑞拉	wei3 nei4 rui4 la1
委內瑞拉馬腦炎病毒	wei3 nei4 rui4 la1 ma3 nao3 yan2 bing4 du2
委内瑞拉马脑炎病毒	wei3 nei4 rui4 la1 ma3 nao3 yan2 bing4 du2
委員	wei3 yuan2
委员	wei3 yuan2
委員會	wei3 yuan2 hui4
委员会	wei3 yuan2 hui4
委員長	wei3 yuan2 zhang3
委员长	wei3 yuan2 zhang3
委培	wei3 pei2
委外	wei3 wai4
委委屈屈	wei3 wei3 qu1 qu1
委婉	wei3 wan3
委婉詞	wei3 wan3 ci2
委婉词	wei3 wan3 ci2
委婉語	wei3 wan3 yu3
委婉语	wei3 wan3 yu3
委宛	wei3 wan3
委實	wei3 shi2
委实	wei3 shi2
委屈	wei3 qu5
委托人	wei3 tuo1 ren2
委曲	wei3 qu1
委曲求全	wei3 qu1 qiu2 quan2
委派	wei3 pai4
委蛇	wei1 yi2
委託	wei3 tuo1
委托	wei3 tuo1
委託書	wei3 tuo1 shu1
委托书	wei3 tuo1 shu1
委身	wei3 shen1
委過	wei3 guo4
委过	wei3 guo4
委靡	wei3 mi3
委靡不振	wei3 mi3 bu4 zhen4
姘夫	pin1 fu1
姘婦	pin1 fu4
姘妇	pin1 fu4
姘居	pin1 ju1
姘頭	pin1 tou5
姘头	pin1 tou5
姚安	yao2 an1
姚安縣	yao2 an1 xian4
姚安县	yao2 an1 xian4
姚思廉	yao2 si1 lian2
姚文元	yao2 wen2 yuan2
姚明	yao2 ming2
姚濱	yao2 bin1
姚滨	yao2 bin1
姚雪垠	yao2 xue3 yin2
姜堰	jiang1 yan4
姜堰區	jiang1 yan4 qu1
姜堰区	jiang1 yan4 qu1
姜太公	jiang1 tai4 gong1
姜子牙	jiang1 zi3 ya2
姜戎	jiang1 rong2
姜文	jiang1 wen2
姜石年	jiang1 shi2 nian2
姣好	jiao1 hao3
姥姥	lao3 lao5
姥娘	lao3 niang2
姥爺	lao3 ye5
姥爷	lao3 ye5
姥鯊	lao3 sha1
姥鲨	lao3 sha1
姦夫淫婦	jian1 fu1 yin2 fu4
奸夫淫妇	jian1 fu1 yin2 fu4
姦宿	jian1 su4
奸宿	jian1 su4
姦屍	jian1 shi1
奸尸	jian1 shi1
姦情	jian1 qing2
奸情	jian1 qing2
姦殺	jian1 sha1
奸杀	jian1 sha1
姦污	jian1 wu1
奸污	jian1 wu1
姦淫	jian1 yin2
奸淫	jian1 yin2
姦雄	jian1 xiong2
奸雄	jian1 xiong2
姨丈	yi2 zhang4
姨太太	yi2 tai4 tai5
姨夫	yi2 fu5
姨奶奶	yi2 nai3 nai5
姨妹	yi2 mei4
姨姐	yi2 jie3
姨姥姥	yi2 lao3 lao5
姨娘	yi2 niang2
姨婆	yi2 po2
姨媽	yi2 ma1
姨妈	yi2 ma1
姨媽巾	yi2 ma1 jin1
姨妈巾	yi2 ma1 jin1
姨母	yi2 mu3
姨母笑	yi2 mu3 xiao4
姨父	yi2 fu5
姪兒	zhi2 er2
侄儿	zhi2 er2
姪女	zhi2 nv3
侄女	zhi2 nv3
姪女婿	zhi2 nv3 xu5
侄女婿	zhi2 nv3 xu5
姪媳婦	zhi2 xi2 fu4
侄媳妇	zhi2 xi2 fu4
姪子	zhi2 zi5
侄子	zhi2 zi5
姪孫	zhi2 sun1
侄孙	zhi2 sun1
姪孫女	zhi2 sun1 nv3
侄孙女	zhi2 sun1 nv3
姬佬	ji1 lao3
姬妾	ji1 qie4
姬松茸	ji1 song1 rong2
姬濱鷸	ji1 bin1 yu4
姬滨鹬	ji1 bin1 yu4
姬田雞	ji1 tian2 ji1
姬田鸡	ji1 tian2 ji1
姬路	ji1 lu4
姬路城	ji1 lu4 cheng2
姬鷸	ji1 yu4
姬鹬	ji1 yu4
姮娥	heng2 e2
姻緣	yin1 yuan2
姻缘	yin1 yuan2
姻親	yin1 qin1
姻亲	yin1 qin1
姿勢	zi1 shi4
姿势	zi1 shi4
姿容	zi1 rong2
姿式	zi1 shi4
姿態	zi1 tai4
姿态	zi1 tai4
姿色	zi1 se4
威亞	wei1 ya3
威亚	wei1 ya3
威信	wei1 xin4
威信掃地	wei1 xin4 sao3 di4
威信扫地	wei1 xin4 sao3 di4
威信縣	wei1 xin4 xian4
威信县	wei1 xin4 xian4
威儀	wei1 yi2
威仪	wei1 yi2
威克島	wei1 ke4 dao3
威克岛	wei1 ke4 dao3
威利	wei1 li4
威利斯	wei1 li4 si1
威力	wei1 li4
威勢	wei1 shi4
威势	wei1 shi4
威化	wei1 hua4
威化餅乾	wei1 hua4 bing3 gan1
威化饼干	wei1 hua4 bing3 gan1
威卜	wei1 bu3
威厲	wei1 li4
威厉	wei1 li4
威名	wei1 ming2
威嚇	wei1 he4
威吓	wei1 he4
威嚴	wei1 yan2
威严	wei1 yan2
威基基	wei1 ji1 ji1
威士	wei1 shi4
威士忌	wei1 shi4 ji4
威士忌酒	wei1 shi4 ji4 jiu3
威奇托	wei1 qi2 tuo1
威妥瑪	wei1 tuo3 ma3
威妥玛	wei1 tuo3 ma3
威妥瑪拼法	wei1 tuo3 ma3 pin1 fa3
威妥玛拼法	wei1 tuo3 ma3 pin1 fa3
威妥瑪拼音	wei1 tuo3 ma3 pin1 yin1
威妥玛拼音	wei1 tuo3 ma3 pin1 yin1
威客	wei1 ke4
威容	wei1 rong2
威寧	wei1 ning2
威宁	wei1 ning2
威寧彝族回族苗族自治縣	wei1 ning2 yi2 zu2 hui2 zu2 miao2 zu2 zi4 zhi4 xian4
威宁彝族回族苗族自治县	wei1 ning2 yi2 zu2 hui2 zu2 miao2 zu2 zi4 zhi4 xian4
威寧縣	wei1 ning2 xian4
威宁县	wei1 ning2 xian4
威尊命賤	wei1 zun1 ming4 jian4
威尊命贱	wei1 zun1 ming4 jian4
威尼斯	wei1 ni2 si1
威尼斯商人	wei1 ni2 si1 shang1 ren2
威廉	wei1 lian2
威廉斯堡	wei1 lian2 si1 bao3
威德	wei1 de2
威懾	wei1 she4
威慑	wei1 she4
威懾力量	wei1 she4 li4 liang5
威慑力量	wei1 she4 li4 liang5
威斯康星	wei1 si1 kang1 xing1
威斯康辛	wei1 si1 kang1 xin1
威斯敏斯特教堂	wei1 si1 min3 si1 te4 jiao4 tang2
威望	wei1 wang4
威末酒	wei1 mo4 jiu3
威權	wei1 quan2
威权	wei1 quan2
威武	wei1 wu3
威武不屈	wei1 wu3 bu4 qu1
威氏註音法	wei1 shi4 zhu4 yin1 fa3
威氏注音法	wei1 shi4 zhu4 yin1 fa3
威海	wei1 hai3
威海市	wei1 hai3 shi4
威海衛	wei1 hai3 wei4
威海卫	wei1 hai3 wei4
威烈	wei1 lie4
威爾士	wei1 er3 shi4
威尔士	wei1 er3 shi4
威爾士語	wei1 er3 shi4 yu3
威尔士语	wei1 er3 shi4 yu3
威爾特郡	wei1 er3 te4 jun4
威尔特郡	wei1 er3 te4 jun4
威爾遜	wei1 er3 xun4
威尔逊	wei1 er3 xun4
威猛	wei1 meng3
威瑪	wei1 ma3
威玛	wei1 ma3
威瑪共和國	wei1 ma3 gong4 he2 guo2
威玛共和国	wei1 ma3 gong4 he2 guo2
威瑪拼法	wei1 ma3 pin1 fa3
威玛拼法	wei1 ma3 pin1 fa3
威瑪拼音	wei1 ma3 pin1 yin1
威玛拼音	wei1 ma3 pin1 yin1
威福自己	wei1 fu2 zi4 ji3
威縣	wei1 xian4
威县	wei1 xian4
威翟	wei1 zhai2
威而鋼	wei1 er2 gang1
威而钢	wei1 er2 gang1
威脅	wei1 xie2
威胁	wei1 xie2
威迫	wei1 po4
威逼	wei1 bi1
威逼利誘	wei1 bi1 li4 you4
威逼利诱	wei1 bi1 li4 you4
威遠	wei1 yuan3
威远	wei1 yuan3
威遠縣	wei1 yuan3 xian4
威远县	wei1 yuan3 xian4
威重	wei1 zhong4
威震	wei1 zhen4
威震天下	wei1 zhen4 tian1 xia4
威靈	wei1 ling2
威灵	wei1 ling2
威靈頓	wei1 ling2 dun4
威灵顿	wei1 ling2 dun4
威顯	wei1 xian3
威显	wei1 xian3
威風	wei1 feng1
威风	wei1 feng1
威風凜凜	wei1 feng1 lin3 lin3
威风凛凛	wei1 feng1 lin3 lin3
威駭	wei1 hai4
威骇	wei1 hai4
威鳳一羽	wei1 feng4 yi1 yu3
威凤一羽	wei1 feng4 yi1 yu3
娃兒	wa2 er2
娃儿	wa2 er2
娃娃	wa2 wa5
娃娃兵	wa2 wa5 bing1
娃娃生	wa2 wa5 sheng1
娃娃臉	wa2 wa5 lian3
娃娃脸	wa2 wa5 lian3
娃娃菜	wa2 wa5 cai4
娃娃裝	wa2 wa5 zhuang1
娃娃装	wa2 wa5 zhuang1
娃娃親	wa2 wa5 qin1
娃娃亲	wa2 wa5 qin1
娃娃車	wa2 wa5 che1
娃娃车	wa2 wa5 che1
娃娃音	wa2 wa5 yin1
娃娃魚	wa2 wa5 yu2
娃娃鱼	wa2 wa5 yu2
娃子	wa2 zi5
娉婷	ping1 ting2
娉婷裊娜	ping1 ting2 niao3 nuo2
娉婷袅娜	ping1 ting2 niao3 nuo2
娓娓	wei3 wei3
娓娓動聽	wei3 wei3 dong4 ting1
娓娓动听	wei3 wei3 dong4 ting1
娓娓而談	wei3 wei3 er2 tan2
娓娓而谈	wei3 wei3 er2 tan2
娘倆	niang2 lia3
娘俩	niang2 lia3
娘兒們	niang2 r5 men5
娘儿们	niang2 r5 men5
娘娘	niang2 niang5
娘娘廟	niang2 niang2 miao4
娘娘庙	niang2 niang2 miao4
娘娘腔	niang2 niang5 qiang1
娘媽	niang2 ma1
娘妈	niang2 ma1
娘子	niang2 zi3
娘家	niang2 jia1
娘家姓	niang2 jia5 xing4
娘希匹	niang2 xi1 pi3
娘惹	niang2 re3
娘泡	niang2 pao4
娘炮	niang2 pao4
娘的	niang2 de5
娘胎	niang2 tai1
娘親	niang2 qin1
娘亲	niang2 qin1
娛樂	yu2 le4
娱乐	yu2 le4
娛樂中心	yu2 le4 zhong1 xin1
娱乐中心	yu2 le4 zhong1 xin1
娛樂圈	yu2 le4 quan1
娱乐圈	yu2 le4 quan1
娛樂場	yu2 le4 chang3
娱乐场	yu2 le4 chang3
娛樂場所	yu2 le4 chang3 suo3
娱乐场所	yu2 le4 chang3 suo3
娛樂界	yu2 le4 jie4
娱乐界	yu2 le4 jie4
娛遣	yu2 qian3
娱遣	yu2 qian3
娜塔莉	na4 ta3 li4
娜娜	na4 na4
娟秀	juan1 xiu4
娣姒	di4 si4
娥眉	e2 mei2
娭姐	ai1 jie3
娶妻	qu3 qi1
娶媳婦	qu3 xi2 fu4
娶媳妇	qu3 xi2 fu4
娶親	qu3 qin1
娶亲	qu3 qin1
娼女	chang1 nv3
娼妓	chang1 ji4
娼婦	chang1 fu4
娼妇	chang1 fu4
娼家	chang1 jia1
婀娜	e1 nuo2
婁子	lou2 zi5
娄子	lou2 zi5
婁宿	lou2 xiu4
娄宿	lou2 xiu4
婁底	lou2 di3
娄底	lou2 di3
婁底市	lou2 di3 shi4
娄底市	lou2 di3 shi4
婁星	lou2 xing1
娄星	lou2 xing1
婁星區	lou2 xing1 qu1
娄星区	lou2 xing1 qu1
婁煩	lou2 fan2
娄烦	lou2 fan2
婁煩縣	lou2 fan2 xian4
娄烦县	lou2 fan2 xian4
婆姨	po2 yi2
婆娑	po2 suo1
婆娘	po2 niang5
婆婆	po2 po5
婆婆媽媽	po2 po5 ma1 ma1
婆婆妈妈	po2 po5 ma1 ma1
婆媳	po2 xi2
婆子	po2 zi5
婆家	po2 jia1
婆心	po2 xin1
婆羅洲	po2 luo2 zhou1
婆罗洲	po2 luo2 zhou1
婆羅浮屠	po2 luo2 fu2 tu2
婆罗浮屠	po2 luo2 fu2 tu2
婆羅門	po2 luo2 men2
婆罗门	po2 luo2 men2
婆羅門教	po2 luo2 men2 jiao4
婆罗门教	po2 luo2 men2 jiao4
婉如	wan3 ru2
婉妙	wan3 miao4
婉拒	wan3 ju4
婉稱	wan3 cheng1
婉称	wan3 cheng1
婉約	wan3 yue1
婉约	wan3 yue1
婉言	wan3 yan2
婉詞	wan3 ci2
婉词	wan3 ci2
婉轉	wan3 zhuan3
婉转	wan3 zhuan3
婉辭	wan3 ci2
婉辞	wan3 ci2
婊子	biao3 zi5
婕妤	jie2 yu2
婚事	hun1 shi4
婚介	hun1 jie4
婚介所	hun1 jie4 suo3
婚俗	hun1 su2
婚假	hun1 jia4
婚典	hun1 dian3
婚前	hun1 qian2
婚前性行為	hun1 qian2 xing4 xing2 wei2
婚前性行为	hun1 qian2 xing4 xing2 wei2
婚前財產公證	hun1 qian2 cai2 chan3 gong1 zheng4
婚前财产公证	hun1 qian2 cai2 chan3 gong1 zheng4
婚友	hun1 you3
婚史	hun1 shi3
婚外	hun1 wai4
婚外情	hun1 wai4 qing2
婚外戀	hun1 wai4 lian4
婚外恋	hun1 wai4 lian4
婚姻	hun1 yin1
婚姻介紹所	hun1 yin1 jie4 shao4 suo3
婚姻介绍所	hun1 yin1 jie4 shao4 suo3
婚姻法	hun1 yin1 fa3
婚姻調解	hun1 yin1 tiao2 jie3
婚姻调解	hun1 yin1 tiao2 jie3
婚嫁	hun1 jia4
婚宴	hun1 yan4
婚後	hun1 hou4
婚后	hun1 hou4
婚慶	hun1 qing4
婚庆	hun1 qing4
婚戀	hun1 lian4
婚恋	hun1 lian4
婚戒	hun1 jie4
婚房	hun1 fang2
婚書	hun1 shu1
婚书	hun1 shu1
婚期	hun1 qi1
婚神星	hun1 shen2 xing1
婚禮	hun1 li3
婚礼	hun1 li3
婚筵	hun1 yan2
婚約	hun1 yue1
婚约	hun1 yue1
婚紗	hun1 sha1
婚纱	hun1 sha1
婚紗攝影	hun1 sha1 she4 ying3
婚纱摄影	hun1 sha1 she4 ying3
婚變	hun1 bian4
婚变	hun1 bian4
婚車	hun1 che1
婚车	hun1 che1
婚配	hun1 pei4
婚驢	hun1 lv2
婚驴	hun1 lv2
婚齡	hun1 ling2
婚龄	hun1 ling2
婢女	bi4 nv3
婥約	chuo4 yue1
婥约	chuo4 yue1
婦人	fu4 ren2
妇人	fu4 ren2
婦人之仁	fu4 ren2 zhi1 ren2
妇人之仁	fu4 ren2 zhi1 ren2
婦女	fu4 nv3
妇女	fu4 nv3
婦女主任	fu4 nv3 zhu3 ren4
妇女主任	fu4 nv3 zhu3 ren4
婦女節	fu4 nv3 jie2
妇女节	fu4 nv3 jie2
婦女能頂半邊天	fu4 nv3 neng2 ding3 ban4 bian1 tian1
妇女能顶半边天	fu4 nv3 neng2 ding3 ban4 bian1 tian1
婦女運動	fu4 nv3 yun4 dong4
妇女运动	fu4 nv3 yun4 dong4
婦好	fu4 hao3
妇好	fu4 hao3
婦姑勃谿	fu4 gu1 bo2 xi1
妇姑勃溪	fu4 gu1 bo2 xi1
婦孺	fu4 ru2
妇孺	fu4 ru2
婦孺皆知	fu4 ru2 jie1 zhi1
妇孺皆知	fu4 ru2 jie1 zhi1
婦幼	fu4 you4
妇幼	fu4 you4
婦檢	fu4 jian3
妇检	fu4 jian3
婦洗器	fu4 xi3 qi4
妇洗器	fu4 xi3 qi4
婦產科	fu4 chan3 ke1
妇产科	fu4 chan3 ke1
婦科	fu4 ke1
妇科	fu4 ke1
婦聯	fu4 lian2
妇联	fu4 lian2
婦道人家	fu4 dao5 ren2 jia5
妇道人家	fu4 dao5 ren2 jia5
婷婷玉立	ting2 ting2 yu4 li4
婺城	wu4 cheng2
婺城區	wu4 cheng2 qu1
婺城区	wu4 cheng2 qu1
婺女	wu4 nv3
婺源	wu4 yuan2
婺源縣	wu4 yuan2 xian4
婺源县	wu4 yuan2 xian4
媒人	mei2 ren5
媒人婆	mei2 ren2 po2
媒介	mei2 jie4
媒合	mei2 he2
媒妁	mei2 shuo4
媒妁之言	mei2 shuo4 zhi1 yan2
媒婆	mei2 po2
媒材	mei2 cai2
媒界	mei2 jie4
媒質	mei2 zhi4
媒质	mei2 zhi4
媒體	mei2 ti3
媒体	mei2 ti3
媒體自由	mei2 ti3 zi4 you2
媒体自由	mei2 ti3 zi4 you2
媒體訪問控制	mei2 ti3 fang3 wen4 kong4 zhi4
媒体访问控制	mei2 ti3 fang3 wen4 kong4 zhi4
媕婀	an1 e1
媚世	mei4 shi4
媚俗	mei4 su2
媚外	mei4 wai4
媚娃	mei4 wa2
媚惑	mei4 huo4
媚態	mei4 tai4
媚态	mei4 tai4
媚男	mei4 nan2
